Con,Contp,PP,PPName,Reg,AgtId,Ver,Agt,Dat,Status,Lgt,N_characters,Agtp,Stage,StageSub,Part,ThrdPart,OthAgr,Loc1ISO,Loc2ISO,Loc1GWNO,Loc2GWNO,UcdpCon,UcdpAgr,PamAgr,CowWar,Interim,WggPar,WggGenQuot,WggEffPart,WggCitizen,WggParOth,WggEq,WggEqGen,WggSocEq,WggEqOth,WggGrp,WggIndNom,WggRefDisp,WggPreg,WggGrpOth,WggIntLaw,WggHR,WggHrSta,WggUnsc,WggIntLawOth,WggNewInst,WggInstWom,WggInf,WggRecon,WggNewInstOth,WggVio,WggVioSex,WggVioGen,WggVioProt,WggVioOth,WggTraJus,WggPast,WggPri,WggTraJusOth,WggInstRef,WggConst,WggLawRef,WggJud,WggPol,WggDdr,WggPubAdm,WggInstRefOth,WggDev,WggDevGen,WggRehab,WggEdu,WggHea,WggRepro,WggDevOth,WggImpl,WggImplRole,WggImplSign,WggImplOth,WggOth
Bosnia and Herzegovina/Yugoslavia (former),Government/territory,125,Bosnia peace process,Europe and Eurasia,606,1,The Vance-Owen Plan,1993-05-02,Multiparty signed/agreed,23,42011,Intra,SubComp,FrAg,Alija Izetbegovic; Radovan Karadzic; Mate Boban,C.R. Vance; David Owen,"Page 1, Untitled preamble
...Recalling the statement of principles and the statement on Bosnia adopted by the International Conference on the Former Yugoslavia at its session in London and the Programme of Action on Humanitarian Issues agreed to at that session...

Page 3, Agreement for peace in Bosnia and Herzegovina, Untitled preamble
...Keeping in mind the principles of the International Conference and the resolutions of the United Nations Security Council, in particular resolutions 752 (1992) and 787 (1992) pertaining to withdrawal of all outside forces from Bosnia and Herzegovina...

Page 16, Annex VI, Monitoring of borders
Pursuant to United Nations Security Council resolution 787 (1992), paragraph 5, to prevent interference from outside the Republic of Bosnia and Herzegovina, the United Nations Protection Force/European Community Monitoring Mission will monitor borders with neighbouring republics.",BIH,,346,,389,1570,,215,Yes,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Somalia/(Puntland),Inter-group,87,Somalia Peace Process,Africa (excl MENA),1710,1,"Conciliation and Peace Conference of the Regions of Bari Nugal and Mudug, SNA, SNDU, SSDF Peace Agreement (Mudug Peace Agreement)",1993-06-04,Multiparty signed/agreed,2,4550,IntraLocal,SubPar,MultIss,"Signature of Somali Salvation Democratic Front delegate;
Signature of Somali National Alliance delegate;
Signature of Somali National Democratic Union delegate;",,Peace Agreements signed in Addis Ababa by the Somali factions on January 15th and March 27th 1993; Addis Ababa Agreements of January 15th and March 27th 1993.,SOM,,520,,NA,NA,NA,NA,No,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rwanda,Government,47,Rwanda-RPF process,Africa (excl MENA),505,1,Protocol of Agreement between the Government of the Republic of Rwanda and the Rwandese Patriotic Front on the Repatriation of Rwandese Refugees and the Resettlement of Displaced Persons,1993-06-09,Multiparty signed/agreed,15,20174,Intra,SubPar,Iss,"Government of Rwanda, Rwandese Patriotic Front.","In the presence of the Representative of the Facilitator (United Republic of Tanzania): Ami R. MPUNGWE, Ambassador, Ministry of Foreign Affairs and International Co-operation 
In the presence of the Representative of the Current Chairman of the OAU: Papa Louis Fall, Ambassador of Senegal to Ethiopia and Tanzania current and Representative to the OAU
In the presence of the Representative of OAU Secretary General: Dr. M.T.  Mapuranga, Assistant Secretary General for Political Affairs",,RWA,,517,,374,1323,,886,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Rwanda,Government,47,Rwanda-RPF process,Africa (excl MENA),507,1,Protocol of Agreement between the Government of the Republic of Rwanda and the Rwandese Patriotic Front on the Integration of the Armed Forces of the Two Parties,1993-08-03,Multiparty signed/agreed,100,119628,Intra,SubPar,Iss,"- For the Government of the Republic of Rwanda, Dr. GASANA Anastase, Minister of Foreign Affairs and Cooperation
- For Rwandese Patriotic Front, BIZIMUNGU Pasteur, Member of the Executive Committee and Commissioner for Information and Documentation","In the presence of the Representative of the Facilitator (the United Republic of Tanzania), Joseph RWEGASIRA, Minister of Foreign Affairs and International Cooperation
In the Presence of the Representative of the Secretary General of OAU, Dr. M. T. MAPURANGA Assistant Secretary General in charge of Political Affairs.",,RWA,,517,,374,1324,,886,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bosnia and Herzegovina/Yugoslavia (former),Government/territory,125,Bosnia peace process,Europe and Eurasia,472,1,"Agreement relating to Bosnia and Herzegovina (Owen-Stoltenberg Peace Plan, or 'Invincible plan')",1993-09-16,Multiparty signed/agreed,34,88519,Intra,SubComp,FrAg,"Constitutional Agreement of the Union of Republics of Bosnia and Herzegovina: Alija Izetbegovic; Radovan Karadzic; Mate Boban; Momir Bulatovic; Slobodan Milosevic; and Franjo Tudjman.
30 July 1993 Agreement for a Complete Cessation of All Combat Activities Among the Parties in Conflict: Gen. Rasim Delic, Lt. Gen. Ratko Mladic, and Gen. Milivoj Petkovic.
Military Agreement for Peace in Bosnia and Herzegovina: Gen. Rasim Delic, Lt. Gen . Ratko Mladic, Gen. Milivoj Petkovic, and Lt. Gen. Francis Briquemont
Joint Declaration of 16 September 1993: Momir Bulatovic, Alija Izetbegovic, Radovan Karadzic, and Slobodan Milosevic.
Joint Declaration of 14 September: The Presidents of the Republic of Croatia Dr. Franjo Tudjman and of the Presidency of the Republic of Bosnia and Herzegovina Mr. Alija Izetbegovic.
Agreement between the Republic of Croatia and the Union of Republics of Bosnia and Herzegovina granting the Union access to the Adriatic through the territory of the Republic of Croatia: the Republic of Croatia and The Union of Republics of Bosnia and Herzegovina.","Constitutional Agreement of the Union of Republics of Bosnia and Herzegovina: witnessed by Thorvald Stoltenberg and David Owen.
30 July 1993 Agreement for a Complete Cessation of All Combat Activities Among the Parties in Conflict: as UNPROFOR witnesses, Gen. Jean Cot, Force Commander, and Lt. Gen. Francis Briquemont, Commander, B & H Command.
Joint Declaration of 16 September 1993: as witnesses, Thorvald Stoltenberg and David Owen.","Page 1, AGREEMENT RELATING TO BOSNIA AND HERZEGOVINA, Untitled Preamble
...Recalling the Statement of Principles by the International Conference on the Former Yugoslavia at its session in London and the Programme of Action on Humanitarian Issues agreed to at that session...

Page 1, AGREEMENT RELATING TO BOSNIA AND HERZEGOVINA, II. TERMINATION OF THE CONFLICT
The parties reaffirm the Agreement for a Complete Cessation of All Combat activities signed by their military commanders on 30 July 1993 set out in Part 1 of Appendix III hereto, and the Military Agreement for Peace in Bosnia and Herzegovina signed by their military commanders on 11 August 1992 set out in Part 2 of Appendix III, and decide that the latter shall be amended as set out in Part 3 of Appendix III and shall enter into force in the day after the Security Council has authorized United Nations support for the implementation of the present Agreement.

Page 16, APPENDIX II, AGREED ARRANGEMENTS CONCERNING THE CONSTITUTIONAL AGREEMENT OF THE UNION OF REPUBLICS OF BOSNIA AND HERZEGOVINA, PART 2
4. Sarajevo District shall be governed by a UN Administrator appointed by the Secretary-General of the United Nations. The UN Administrator shall work under the over-all supervision of the Special Representative of the Secretary General and in close operation with the Joint Commission for the Sarajevo District established by the Military Agreement for Peace in Bosnia and Herzegovina. The UN Administrator shall be advised by an Advisory Body, which shall be composed of 4 representatives of the Muslim people, 3 representatives of the Serb people, 2 representatives of the Croat people, and 1 representative of the District's minorities; the latter shall be nominated by the Co-Chairmen. The Advisory Body shall make its recommendations by consensus.

Page 17, APPENDIX II, AGREED ARRANGEMENTS CONCERNING THE CONSTITUTIONAL AGREEMENT OF THE UNION OF REPUBLICS OF BOSNIA AND HERZEGOVINA, PART 2, B. Mostar City Opstina
4. Mostar City Opstina shall be governed by an EC Administrator appointed by the President of the European Council. The EC Administrator shall work in close consultation with the Special Representative of the Secretary-General and in close cooperation with the Regional Joint Commission established by the Military Agreement for Peace in Bosnia and Herzegovina...

Page 17, APPENDIX II, AGREED ARRANGEMENTS CONCERNING THE CONSTITUTIONAL AGREEMENT OF THE UNION OF REPUBLICS OF BOSNIA AND HERZEGOVINA, PART 2, B. Mostar City Opstina
6. Mostar City Opstina shall be demilitarized under the arrangements of a Regional Joint Commission in accordance with the Military Agreement for Peace in Bosnia and Herzegovina. UNPROFOR as all other UN agencies shall operate in the City as in the rest of the Country.

Page 20, APPENDIX III, MILITARY AGREEMENTS, Part 1, Agreement for a Complete Cessation of All Combat Activities Among the Parties in Conflict, Article III, Verification of Compliance with this Agreement
2. The undersigned military commanders, or their authorized representatives, shall continue to meet daily at a specified time while their commanders-in-chief are meeting in Geneva or, when necessary, on the request of any of the Parties. In accordance with the recommendation made in Geneva by the commanders-in chief of the Parties, the draft ""Military Agreement on the Cessation of Hostilities"" shall be discussed among other issues.

Page 24, Part 2, Military Agreement for Peace in Bosnia and Herzegovina
This Agreement:
(a) shall enter into and remain in force in accordance with the Agreement Relating to Bosnia and Herzegovina to be concluded in Geneva; and
(b) shall supersede and replace the Agreement for Peace Bosnia and Herzegovina set out in Appendix III to the Agreement to be concluded in Geneva.

Page 25, Part 2, Military Agreement for Peace in Bosnia and Herzegovina, APPENDIX I, TARGET TIME-TABLE FOR IMPLEMENTING THIS AGREEMENT
Phase One: D - 7 to D Day
Cessation of All Combat Activities, in accordance with the Agreement of 30 July 1993, continues to be observed.

Page 29, APPENDIX V, JOINT DECLARATION, Untitled Preamble
...Accepting the principles of the London Conference and taking into account the solutions proposed by the Geneva Peace Conference on the constitutional arrangement of the future Union of Bosnia and Herzegovina...Prepared to immediately approach the normalization of relations with the Croatian people in the light of the solutions proposed by the Peace Conference in Geneva

Page 29, APPENDIX V, JOINT DECLARATION, I
4. Form a working group for the supervision and safeguarding of human rights in territories under the control of the Army of Bosnia and Herzegovina and the Bosnian Serb Army in accordance with the principles and proposed solutions of the Peace Conference on Bosnia and Herzegovina.

Page 30, APPENDIX V, JOINT DECLARATION, III
...To this end, it is agreed that the three Bosnian Parties will be invited by the Co-Chairmen of the International Conference on the Former Yugoslavia to meet on Tuesday 21 September at 11 am at Sarajevo Airport to consider signing the peace package as a whole, which includes The Agreement Relating to Bosnia and Herzegovina (Geneva, September 1993), with this Joint Declaration and the Joint Declaration signed on Tuesday 14 September by the Croats and the Muslims annexed to the Peace Package. The Co-Chairmen will, in the intervening days, seek further agreement by shuttling among the parties in the former Yugoslavia.

Page 31, APPENDIX VI, JOINT DECLARATION, Untitled Preamble
...Accepting the principles of the London Conference and taking into account the solutions proposed by the Geneva Peace Conference on the constitutional arrangement of the future Union of Bosnia and Herzegovina,...Prepared to immediately approach the normalisation of relations with the Croatian people in the light of the solutions proposed by the Peace Conference in Geneva,...

Page 31, APPENDIX VI, JOINT DECLARATION, I
4. Form a working group for the supervision and safeguarding of human rights in territories under the control of the Army of Bosnia and Herzegovina and the HVO in accordance with the principles and proposed solutions of the Peace Conference on Bosnia and Herzegovina.

Page 34, APPENDIX VII, AGREEMENT BETWEEN THE REPUBLIC OF CROATIA AND THE UNION OF REPUBLICS OF BOSNIA AND HERZEGOVINA GRANTING THE UNION ACCESS TO THE ADRIATIC THROUGH THE TERRITORY OF THE REPUBLIC OF CROATIA, Article 5
The present agreement is without prejudice to any rights or obligations flowing from the Preliminary Agreement between the Parties hereto for implementing the 1965 Convention on the Transit Trade of Land-Locked States or any agreement that may be concluded between the Parties to implement or to supersede that Preliminary Agreement.",BIH,,346,,389,,,215,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenya,Inter-group,140,Kenya Local Agreements,Africa (excl MENA),1916,2,Al-Fatah Peace Declaration,1993-09-29,Multiparty signed/agreed,2,5341,IntraLocal,SubPar,MultIss,"Find appended a list of signatories to the declaration.
CC.
District Commissioner,
Wajir
Provincial Commissioner,
North Eastern Province,
Garissa
Permanent Secretary in the Office of the
President -In charge of Internal Security
United Nations -UNICEF & WFP
GTZ
All NGOs
All MPs -Northern Kenya Parliamentary Group
The Mass Media",,,KEN,,501,,NA,NA,NA,NA,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Africa,Government,105,South Africa peace process,Africa (excl MENA),407,1,South African Constitution of 1993 (Interim Constitution),1993-11-18,Multiparty signed/agreed,72,310136,Intra,SubComp,FrCons,"Not signed, constitution known to have been endorsed by the South African Parliament",,,ZAF,,560,,345,1397,23,,Yes,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ireland/United Kingdom/(Northern Ireland),Government/territory,62,Northern Ireland peace process,Europe and Eurasia,127,1,Joint Declaration Issued by The Prime Minister Rt John Major MP and the Taoiseach Mr Albert Reynolds TD (Downing Street Declaration),1993-12-15,Multiparty signed/agreed,5,13572,InterIntra,Pre,Prin,"The Taoiseach, Mr. Albert Reynolds, TD; the Prime Minister, the Rt. Hon. John Major MP",,"Page 3, 7.
...But, notwithstanding the solemn affirmation by both Governments in the Anglo-Irish Agreement that any change in the status of Northern Ireland, would only come about with a consent of the majority of the people of Northern Ireland,the Taoiseach also recognises the continuing uncertainties and misgivings which dominate so much of Northern Unionist attitudes towards the rest of Ireland...",GBR,IRL,200,205,315,,,,No,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uganda,Government,120,Uganda peace process,Africa (excl MENA),397,1,The Agreement between the Uganda Government and the Lord's Resistance Army ('Gulu Ceasefire'),1994-02-02,Multiparty signed/agreed,3,5218,Intra,Cea,Ceas,"National Resistance Minister of State, Resident in the North, Hon. Mrs Betty Atuku Bogombe with National Resistance Army 4th Division Commander Commander Colonel Samuel Wassawa on the one hand and the and the Lord's Resistance Army leader H.H. Joseph Kony and his High Command on the other.","In the presence and witnessed by: Hon. Mrs. Betty Bigombe, Minister of State  in the Office of the Prime Minister, Resident in the North, the District Administrator, Gulu, District Administrator, Kitgum, Mr Yusuf Okwonga Adek, Mr Okot Ogoni, Mr Okidi, Angol, Mr George William Lugai.",,UGA,,500,,314,,,905,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India/(Darjeeling),Government/territory,30,India-Darjeeling peace process,Asia and Pacific,1292,1,The Darjeeling Gorkha Hill Council (Amendment) Act 1994,1994-02-28,Multiparty signed/agreed,11,27848,Intra,Imp,ExtSub,"The Full list parties involves is unclear from the agreement but includes the West Bengal Legislature and, presumably, the Darjeeling Gorkha Hill Council.

By order of the Governor,
S.K., Phaujdar,
Secy. to the Govt. of West Bengal",,"Page 1, Untitled Preamble: Whereas it is expedient to amend the darjeeling Gorkha Hill Council Act, Bengal 1988, for the purposes and in the manner Act XIII hereafter appearing;",IND,,750,,NA,NA,NA,NA,No,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bosnia and Herzegovina/Yugoslavia (former),Government/territory,125,Bosnia peace process,Europe and Eurasia,608,1,Framework Agreement for the Federation (Washington Agreement or Contact Group Plan),1994-03-01,Multiparty signed/agreed,19,27183,Intra,SubComp,FrAg,Haris Silajdzic; Mate Granic; and Kresimir Zubak.,,"Page 1, Enclosure
...
They have further agreed to establish a high-level Transitional Committee, which will take immediate and concrete steps towards the establishment of the Federation and Confederation. The Committee will begin its work on 4 March 1994 in Vienna and will seek to conclude by 15 March 1994:...(2) The Preliminary Agreement on the Confederation between the Republic of Croatia and the Proposed Federation; (3) An agreement concerning military arrangements in the territory of the proposed Federation;

Page 2, I ESTABLISHMENT
Guided by the principles of...the Statement of Principles by the international conference on the Former Yugoslavia at its session in London",BIH,,346,,398,1072,,215,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
