AgtId,GeWom
2462,"Page 2, Political Process, 

... 15.(...) as set out in the LPDF Roadmap, arrangements to ensure the full, equal and meaningful participation of women and the inclusion of youth, and to provide adequate funding for the High National Elections Commission (HNEC). We  commit to comprehensive support for the interim Government of National Unity, as appropriate and upon its request, in its efforts to prepare the country for these elections."
2391,"Page 1, 2: Karbi Anglong Autonomous Council/KAAC,
2.2 The Government of India may expedite passage of the Constitution (125th Amendment) Bill, 2019 which proposes to rename the Council as Karbi Anglong Autonomous Territorial Council and increase the number of members to not more than 50, of whom, 6 members including at least 2 women members will be nominated by the Governor and the rest of the members will be elected on the basis of adult suffrage."
2470,"Page 1, para 1. We, the women and men of the Central African Republic, representing political parties, civil society and religious confessions, gathered in Rome under the invitation of the Sant’Egidio Community on the days of 27, 28 and 29 September 2021, 

Page 1, para 5. Reaffirming our firm desire for the women and men of the Central African Republic wanting to live together an to respect the laws, institutions and customs of our Republic in order to rebuild the CAR in peace and national harmony,"
2433,"Page 8, RESPECT FOR INTERNATIONAL HUMANITARIAN LAW AND HUMAN RIGHTS 


25. We are committed to assisting, as appropriate, the Libyan authorities in developing a comprehensive and gender responsive approach to addressing migration and forced displacement, in collaboration with UN agencies and programs, consistent with the principles of regional and international cooperation and in compliance with international law."
2394,"Page 1, Untitled Preamble: 
...It is important to complete the transitional period successfully to arrive at an elected civilian government which can be achieved only through the unity of political forces, revolution forces, young men and women, resistance committees, IDPs and refugees.

Page 2, Sixthly:
administration of the transitional period under a political declaration specifying framework of partnership between national forces (political and civilian), military component, resistance committees, live revolution forces, youth and women sectors and Sufi Orders men."
2450,"Pages 1-2, Preamble. Reaffirming our recommitments to prioritizing dialogue as a means to settle or resolve conflicts demonstrated by the current negotiations, we the parties with involvement of community leaders, religious leaders and women's representatives have agreed as follows.

Page 4, signatures. Witnessed by Mrs. Victoria Arop Odhong, Women Representative"
2484,"Page 1, para 1. The CSP (Cadre stratégique permanent – Permanent strategic coalition) renews its commitment to maintain the Alger Agreement and to implement it in order to open to all the signatory parties of the Agreement and to other entities (traditional authorities, women and the young) who share the same values, ideas and objectives. 

Page 1, para 5. A consulting body of traditional authorities, women and the young is established within the Coalition to help form its orientation and principles."
2441,"Page 1, 
Truce will comprise the following elements:...
4. Once the Truce comes into effect, the SE will invite the parties to a meeting to agree on opening roads in Taiz and other governorates to facilitate the movement of civilian men, women and children, benefiting from the atmosphere of the Truce."
2609,"4. Citizenship is the basis of rights and duties and is based on equality between citizens without discrimination based on gender, religion, culture, ethnicity, language, region, socio-economic status, disability, or any form of discrimination.; 6. Ensuring freedoms and adherence to international human rights charters, especially women’s rights and international justice charters, and protecting the principles of freedom of trade union and freedom of voluntary work, freedom of peaceful assembly, freedom of expression, and access to information, the internet, and the media.; 1. The Constitution defines the tasks of the National Transitional Legislative Council, the number of its seats, the percentages, and criteria for selection, in a manner that guarantees the participation of women by 40%, youth, resistance committees and people with special needs.; 12. Commitment of the forces, signatories to the Political Declaration and the Transitional Constitution to the representation of women in a fair proportion in the Legislative Council, the Council of Ministers, and the regions or states, and to equitable participation in the rest of the institutions of the transitional authority in compliance with Resolution 1325."
2607,"(ii) Article 2.1.10.2 on ceasing all forms of SGBV, including sexual exploitation and harassment.; (i) Article 3.1.2.2 on offering special consideration to conflict-affected persons (children, orphans, women, widows, war wounded, people with special needs, etc.)"
2443,"Page 4, Article 4 - Protection of Civilians
2) The Parties shall, in particular, condemn any act of sexual and gender-based violence, any net of violence against children, girls, women and the elderly, including recruitment and conscription of child soldiers, and support family reunification.

Page 5, Article 5 — Humanitarian Access
1) The Government of FDRE shall expedite the provision of humanitarian aid in collaboration with humanitarian agencies taking into account the specific needs of vulnerable groups including women, children and the elderly; The Parties shall cooperate to this effect;"
