Con,Contp,PP,PPName,Reg,AgtId,Ver,Agt,Dat,Status,Lgt,N_characters,Agtp,Stage,StageSub,Part,ThrdPart,OthAgr,Loc1ISO,Loc2ISO,UcdpCon,UcdpAgr,PamAgr,CowWar,Interim,description,agt_type,stage_label,stage - sort,stage_short,agt_dat,PAX_Hyperlink,PAX_Generate_PDF,PDF_Hyperlink,year
Armenia/Azerbaijan/(Nagorno-Karabakh),Territory,161,Armenia-Azerbaijan-Nagorno Karabakh: Process 2020,Europe and Eurasia,2396,6,Statement,2021-11-26,Multiparty signed/agreed,2.0,3078,Inter,Imp,ImpMod,"Page 2:

President of the Republic of Azerbaijan I. H. Aliyev

Prime Minister of the Republic of Armenia N. V. Pashinyan","Page 1:

President of the Russian Federation V. V. Putin","Page 1: 

[...]

discussed the implementation of the statement of November 9, 2020  on a complete ceasefire and all hostilities in the zone of the Nagorno-Karabakh conflict, as well as statements dated January 11, 2021 on the unblocking of all economic and transport links in the region.",ARM,AZE,388.0,,,216,No,"In this agreement, Armenia and Azerbaijan, supported by the Russian Federation, recommit to a ceasefire and agree to work together to ensure stability, security, and development in the South Caucasus.",Interstate,Implementation,5,Implementation,Statement (26/11/2021),https://pax.peaceagreements.org/agreements/2396/,https://pax.peaceagreements.org/agreements/coding2396/,https://pax.peaceagreements.org/media/documents/ag2396_629a3757d1c39.pdf,2021
Sudan/(Darfur),Inter-group,165,Sudan Local Processes,Africa (excl MENA),2414,6,Non-aggression document by the components of the Misterei region (West Darfur Misterei Agreement),2021-12-15,Multiparty signed/agreed,2.0,1704,IntraLocal,SubPar,Iss,"The list of signatories: 

Sultan Saad Abd al-Rahman Bahr al-Din 

Colonel Musa Hamid 

Representatives of four armed movements; JEM (Justice and Equality Movement), GSLF (Gathering of the Sudan Liberation Forces), Sudanese Alliance and Sudan Liberation Army / Minni Minawi (SLA/MM). 

Mustafa al-Jamil

Badr Ishaq Ushar

Tijani al-Tahir Karshum 

Muhammad Adam Yahya","Witnessed by the Sultan Bahr al-Din, Colonel Musa Hamid Duday, the representatives of JEM (Justice and Equality Movement), GSLF (Gathering of the Sudan Liberation Forces), Sudanese Alliance and Sudan Liberation Army / Minni Minawi (SLA/MM)",,SDN,,309.0,,,,No,"A short inter-communal local agreement between communities of Masturei and armed groups to cease forms of attack and open roads and market spaces. The agreement is an iterative dialogue involving draft agreement among armed forces representatives and representatives of JEM, GSLF, the Sudanese Alliance an the SLA/MM followed by a signed agreement involving signatories from all sides. The agreement states disputes should be resolved through legal process.",Local,"Framework-substantive, partial",3,Substantive Partial,Non-aggression document by the components of the Misterei region (West Darfur Misterei Agreement) (15/12/2021),https://pax.peaceagreements.org/agreements/2414/,https://pax.peaceagreements.org/agreements/coding2414/,https://pax.peaceagreements.org/media/documents/ag2414_620d2d88f20d2.pdf,2021
South Sudan,Government/territory,107,South Sudan post-secession process,Africa (excl MENA),2397,6,Agreement between the Sudan Peoples' Liberation Movement in Government (SPLM-IG) and the Sudan Peoples' Liberation Movement / Army in Opposition (SPLM/A-IO) Kit-Gwang on Status of Forces,2022-01-16,Multiparty signed/agreed,3.0,4628,Intra,Imp,ExtSub,"For the Sudan People's Liberation Movement-In Government 

Hon. TUT GATLUAK MANIME 

Presidential Advisor on National Security Affairs 



For Sudan People's Liberation Movement /Army-In Opposition Kit Gwang 

General Simon Gamech Dual 

SPLM/A-IO Git Gwang Interim Chairman C-in-C 

  

For SPLM/A-IO Kit Gwang 

General Johnson Olony Thubo 

SPLM/A-IO Git Gwang Deputy Interim Chairman C-in-C 



For SPLM/A-IO Kit-Gwang 

General Thomas Mabor Dhoal 

SPLM/A-IO Git Gwang Member of Military Supreme Council","Witnessed by: 

General (psc): 

Shams-Eldien Kabashi Ibrahim  

Member of Sudan’s Transitional  

Sovereignty Council","Page 1, Preamble
Whereas the Parties shall be bound to all provisions Of the Revitalized Agreement for Resolution of the Conflict in South Sudan (R-ARCSS);

Page 2, 2. Permanent Ceasefire: 
2.1 Parties recognize and recommit themselves to the ceasefire as per Khartoum Declaration of Agreement of June  27th 2018 which came into effect on July 1st 2018. The parties shall further observe meticulously the said agreement throughout the Republic of South Sudan to ensure sustainable peace, facilitate operationalization of transitional Security Arrangements  and the voluntary repatriation, resettlement, rehabilitation and reintegration of the returnees and internally displaced persons (IDPs).",SSD,,11345.0,,,,No,"The agreement provides for detailed recommitment to previous ceasefire agreements as part of Khartoum Declaration and substantively sets out the steps for identification and reintegration of SPLM/A-IO Kit-Gwang forces. The agreement provides for the issuance of an amnesty, reintegration of opposition forces and displaced people. It puts in place details for a Joint Security Committee as an implementation mechanism and provides for the detailed logistics that the committee is to follow concerning assembly areas, lists of fighters from SPLM/A-IO as well as provisions to support displaced people.",Intrastate,Implementation,5,Implementation,Agreement between the Sudan Peoples' Liberation Movement in Government (SPLM-IG) and the Sudan Peoples' Liberation Movement / Army in Opposition (SPLM/A-IO) Kit-Gwang on Status of Forces (16/01/2022),https://pax.peaceagreements.org/agreements/2397/,https://pax.peaceagreements.org/agreements/coding2397/,https://pax.peaceagreements.org/media/documents/ag2397_61fbd5f531945.pdf,2022
South Sudan,Government/territory,107,South Sudan post-secession process,Africa (excl MENA),2450,7,Khartoum Peace Agreement (KPA) Between the Sudan Peoples' Liberation Movement-In Government and the Agwelek Forces,2022-01-16,Multiparty signed/agreed,4.0,5651,Intra,Cea,Rel,"For SPLM-IG. Gen. Akol Koor Kuc, Director General Internal Security Bureau- NSS. 

For Agwelek Forces. Gen. Johnson Olony Thubo, Chairman of Agwelek Forces.

Gen. Marshal Stephen Babanen. Chief of Military Intelligence - SSPDF.","Agreement witnessed by: Hon. Tut Gatiuak Manime, Presidential Advisor on NS Affairs Witness. 

Mrs. Victoria Arop Odhong. Women Representative. 

Cde. John Opec Akokjak. Elder, Community Leader.","Page 2, 1.1. The two parties agreed that, Chollo area's boundaries should resolved as it stood on 1/1/1956 maps and as provided for in the R-ARCISS.

Pages 2-3, 2.4. The two parties agreed that, Amnesty will be granted to the leadership and Agwelek forces within the period of one week of the forces' disengagement as outlined in the agreement between the SPLM-IG and the SPLM/A IO Kit-Gwang faction.

Page 3, 2.5. The parties agreed that a minimum force of 500 police force will be deployed in Kit Gwang/Magenis to provide protection (see the status of force agreement between SPLM/A IO Kit-Gwang and the SPLM-IG in Khartoum, Sudan).",SSD,,,,,,No,"Peace Agreement which acts as a ceasefire between SPLM-IG and Agwelek splinter group of SPLM-IO. Has provisions on land boundaries, return of assets, merger of Agwelek forces into SSPDF, and political representation.",Intrastate,Ceasefire,2,Ceasefire,Khartoum Peace Agreement (KPA) Between the Sudan Peoples' Liberation Movement-In Government and the Agwelek Forces (16/01/2022),https://pax.peaceagreements.org/agreements/2450/,https://pax.peaceagreements.org/agreements/coding2450/,https://pax.peaceagreements.org/media/documents/ag2450_6384b6091eeee.pdf,2022
Mali/(Azawad),Inter-group,74,Mali-Azawad Inter-Azawad peace process,Africa (excl MENA),2484,7,Accord de Principe de Rome,2022-02-02,Multiparty signed/agreed,2.0,3199,Intra,Ren,Resub,"On behalf of 
Government of Mali 
Minister of Reconciliation 
Colonel Major Ismaël Wagué

On behalf of
Ara Pacis Initiatives for Peace Onlus
Maria Nicoletta Gaida, Chair

On behalf of
La Plateforme du 14 juin 2014 d’Alger
(Platform of Algiers of 14 June 2014)
Hanoune Ould Ali, Chair

On behalf of
The CSP
Bilal Ag Acherif, Chair",,"Page 1, para 1. The CSP (Cadre stratégique permanent – Permanent strategic coalition) renews its commitment to maintain the Alger Agreement and to implement it in order to open to all the signatory parties of the Agreement and to other entities (traditional authorities, women and the young) who share the same values, ideas and objectives. 

Page 1, para 7. The signatory movements of the Agreement of which CSP consists remain open to resuming the dialogue between the parties to the Alger Agreement in order to this being implemented entirely and diligently. 

Page 1, para 9. The Government committed to take particular actions to ensure application of the Alger Agreement commencing tomorrow.",MLI,,,,,,No,"Agreement between Mali government and former Tuareg and Azawadi rebel groups to renew commitment to maintain the Alger Agreement, facilitated by an Italian organisation (Ara Pacis).",Intrastate,Renewal,6,Renewal,Accord de Principe de Rome (02/02/2022),https://pax.peaceagreements.org/agreements/2484/,https://pax.peaceagreements.org/agreements/coding2484/,https://pax.peaceagreements.org/media/documents/ag2484_63fc8e2561961.pdf,2022
Thailand,Government/territory,117,Thailand peace process,Asia and Pacific,2472,8,General Principles of the Peace Dialogue Process,2022-03-31,Multiparty signed/agreed,1.0,1797,Intra,Pre,Prin,"Peace Dialogue panel of the Royal Thai Government (PEDP) 
Patani Malay National Revolutionary Front (BRN)",,"""The Peace Dialogue panel of the Royal Thai Government (PEDP) and the Patani Malay National Revolutionary Front (BRN) together recognize the need for an inclusive peace dialogue process that upholds the dignity and integrity of both parties based on the spirit and substance contained in the General Consensus and the Berlin Initiative.""",THA,,423.0,,,,No,"Short statement setting out principles for an 'inclusive peace dialogue process' and 'based on the spirit and substance contained in the General Consensus and the Berlin Initiative'. Includes principles for seeking political solutions relating to the Patani community, establishing a mechanism for public consultation, and a mechanism for reducing violence.",Intrastate,Pre-negotiation,1,Pre-negotiation,General Principles of the Peace Dialogue Process (31/03/2022),https://pax.peaceagreements.org/agreements/2472/,https://pax.peaceagreements.org/agreements/coding2472/,https://pax.peaceagreements.org/media/documents/ag2472_65971b2e7106a.pdf,2022
Yemen,Government/territory,123,Yemen peace process,Middle East and North Africa,2441,6,United Nations Initiative for a Two-Month Truce,2022-04-02,Multiparty signed/agreed,1.0,1990,Intra,Cea,Ceas,"Copy of agreement unsigned, parties are understood as: 
Saudi Arabia and the Coalition
Ansar Allah (Houthis)","Copy of agreement unsigned, third party understood as: 
United Nations (OSESGY)",,YEM,,230.0,,,,No,"A short two month ceasefire agreement during Ramadan between the conflict parties in Yemen calling for general conditions of ceasefire halting all offensive operations on the ground, in the air and by sea. The agreement provides for entry of supplies into the country including fuel by sea, commercial flights and opening up of roads. The agreement also makes the parties responsible for the modalities and timings of the truce, establishing the need for parties to inform affiliated fighting forces and put in place points of contact who should work with OSESGY to implement the agreement. On June 2nd 2022, the truce was extended for an additional two-month period, though no text of the extension has been made available.",Intrastate,Ceasefire,2,Ceasefire,United Nations Initiative for a Two-Month Truce (02/04/2022),https://pax.peaceagreements.org/agreements/2441/,https://pax.peaceagreements.org/agreements/coding2441/,https://pax.peaceagreements.org/media/documents/ag2441_624b13a415100.pdf,2022
South Sudan,Government/territory,107,South Sudan post-secession process,Africa (excl MENA),2512,8,Security Arrangements Clause in the Revitalised South Sudan Peace Agreement: Agreement on the Unification of the Supreme Command of the Forces,2022-04-03,Multiparty signed/agreed,,4833,Intra,SubPar,Iss,"[signature] On behalf of the Sudan People’s Liberation Movement - in Government, 
Lieutenant General Tut Gatluak Manime 
Adviser to the President of the Republic for Security Affairs

[signature] On behalf of the Sudan People’s Liberation Movement in - Opposition 
pp. Dr Riek Machar Teny, 
First Vice-President of the Republic

[signature] On behalf of the South Sudan Opposition Alliance (SSOA) 
pp. Lieutenant General Hussein Abdul-Baqi Akol 
Vice-President of the Republic","Witnessed by: 
General [signature] 
pp. Mohamed Hamdan Dagalo Musa 
First Deputy to the Chairman of the Transitional Sovereignty Council of the Republic of the Sudan","Page 1, Preamble... 

The Sudanese mediation was headed by Lieutenant General Mohamed Hamdan Dagalo, Vice President of the interim Sovereignty Council, in many intense meetings with the parties concerned in the implementation of the Security Arrangements clause of the revitalised South Sudan Peace Agreement which aimed to arrive at a unified wording to unify the forces’ Supreme Command ... 

Page 2, Security arrangements matrix: 

No. 3, Subject: Activation of the mechanisms of the revitalised peace agreement, 
Action required: Return of two representatives of the People’s Movement in Opposition to the various mechanisms in connection with the peace agreement and resumption of their activity. 
Implementing body: The People’s Movement in Opposition
Timeframe: Immediately 
Notes: 
a. Monitoring of violations of the ceasefire.
b. Confirmation of the cessation of hostilities.
c. Funding of the implementation of the agreement
...
No. 6, Subject: Hostilities, 
Action required: Confirmation of absolute commitment to the two agreements - Cessation of Hostilities 21 December 2017 and Ceasefire 27 June 2018
Implementing body: All 
Timeframe: Immediately
Notes:
a. Prohibition of preventive detention
b. Cessation of reciprocal attacks
c. Emphasis on what is stated in the text of the revitalised agreement, as follows: not to encourage divisions between the parties to the agreement",SSD,,11345.0,,,,No,"As part of security arrangements in the national revitalised peace agreement in South Sudan (R-ARCSS), this agreement sets out the steps for integrating opposition troops into the armed forces and army command, unifying supreme command of the forces. The short matrix agreement therefore provides for forms of military power-sharing, namely opposition movements putting forward candidates for joint command structures and merger of forces, as well as making provision for ceasefire monitoring and cessation of hostile media campaigns.",Intrastate,"Framework-substantive, partial",3,Substantive Partial,Security Arrangements Clause in the Revitalised South Sudan Peace Agreement: Agreement on the Unification of the Supreme Command of the Forces (03/04/2022),https://pax.peaceagreements.org/agreements/2512/,https://pax.peaceagreements.org/agreements/coding2512/,https://pax.peaceagreements.org/media/documents/SS_220403_Agreement_on_the_Unification_of_Command_EN_PItxCmf.pdf,2022
Papua New Guinea/(Bougainville),Government/territory,9,Bougainville: peace process,Asia and Pacific,2605,8,Era Kone Covenant on the Finalisation of the Bougainville Referendum on Independance,2022-04-05,Multiparty signed/agreed,,4632,Intra,Imp,ImpMod,"Hon. James Marape, MP
Prime Minister
Government of Papua New Guinea 

Hon. Ishmael Toroama, MHR
President
Autonomous Bougainville Government","Hon. Bryan Kramer, MP
Minister for Justice
Governor of Papua New Guinea 

Hon. Ezekiel Masatt, MHR
Attorney General and Minister for Bougainville Independence Mission Implementation
Autonomous Bougainville Government",,PNG,,369.0,,,854,No,"The Era Kone Covenant represents a collaborative effort between the Government of Papua New Guinea and the Autonomous Bougainville Government to address the outcomes of the Bougainville Referendum on Independence. It details the procedure for tabling the referendum results in Parliament, with a commitment to implementing the referendum's conclusions between 2025 and 2027. Furthermore, the Covenant stipulates joint formulation of a report to Parliament and acknowledges the binding nature of international agreements, emphasizing adherence to internationally recognized human rights conventions.",Intrastate,Implementation,5,Implementation,Era Kone Covenant on the Finalisation of the Bougainville Referendum on Independance (05/04/2022),https://pax.peaceagreements.org/agreements/2605/,https://pax.peaceagreements.org/agreements/coding2605/,https://pax.peaceagreements.org/media/documents/PG_220405_Era_Kone_Covenant_on_the_Finalisation_of_the_Bougainville_Referendum_qrSgcyc.pdf,2022
Philippines/(Mindanao),Government/territory,90,Philippines - Mindanao process,Asia and Pacific,2493,7,Pledge of Commitment (for Peaceful and Honest Local and National Elections),2022-04-30,Multiparty signed/agreed,1.0,858,Intra,Cea,Rel,"MILF [signatures illegible]; OPAPRU Usec. David B. Diciano, chairperson of the Government Peace Implementing Panel for GPH-MILF Peace Accord; OPAPRU Assistant Secretary for Reconciliation and Unity Andres S. Aguinaldo Jr.;  Executive Director Cesar D. De Mesa, head of the PAMANA National Program Management Department; BGen Antonio G. Nafarrete, chairman of the Government of the Philippines-Coordinating Committee on the Cessation of Hostilities (GPH-CCCH); BGen Jose Randolf Sinocruz of the 1ID Division; BGen Rey R. Alemania and Col. Charlemagne F Batayola Jr. of the 2nd Mechanized Brigade; and IMT Team Site 2 Deputy Team Leader Lt Col Mohd Azhar bin Yusof RMAF.","Witnessed by:
M.Gen Datuk Hamdav Ismail, Head of Mission IMT 16
Atty. Muamar A. Goyo [affliation illegible]","Page 1, 
I, hereby commit to the following: 
- To adhere to the ceasefire protocols as stipulated in the operational guidelines of the Agreement on General Cessation of hostilities of 1997 or the Ceasefire Agreement;",PHL,,308.0,,,926,No,"Short pledge by the Joint GPH and MILF Coordinating Committee on the Cessation of Hostilities (CCCH), the Ad hoc Joint Action Group (AHJAG), the Armed Forces of the Philippines (AFP), the Philippines National Police (PNP) and MILF Commanders to adhere to ceasefire protocols as stipulated in earlier ceasefire agreements in order to facilitate peaceful and honest local and national elections.",Intrastate,Ceasefire,2,Ceasefire,Pledge of Commitment (for Peaceful and Honest Local and National Elections) (30/04/2022),https://pax.peaceagreements.org/agreements/2493/,https://pax.peaceagreements.org/agreements/coding2493/,https://pax.peaceagreements.org/media/documents/ag2493_63ce6640a1cbc.pdf,2022
Democratic Republic of Congo,Government/territory,31,DRC: Eastern DRC processes,Africa (excl MENA),2491,8,Act of Non Aggression,2022-05-09,Multiparty signed/agreed,3.0,3878,Intra,Cea,Ceas,"Buingo Karairi Janvier, Lt. Gen. Cmd, President of the movement, APCLS

Kapitula Balikafelie, Gen Cmd,	APCLS

Jules Mulumba, President, CMCFDP

Sanctus Dominique, Mjr Gen Cmd Mvt, CMCFDP

Guidon Mwissa Sh., Gen and Cmd Mvt, NDS-R

[name illegible], P.P. [illegible handwritten text],NDC-R

Jean Marie Nyamuganya, Mjr Gen Cmd Mvt, ANCDH/AFDP

Issa Serughudo fon., President of the movement, ANCDH/AFDP",Armed Forces of the DRC,,COD,,283.0,,,,No,"Ceasefire agreement between four armed groups in Pinga (territories of Waikale, North Kivu)",Intrastate,Ceasefire,2,Ceasefire,Act of Non Aggression (09/05/2022),https://pax.peaceagreements.org/agreements/2491/,https://pax.peaceagreements.org/agreements/coding2491/,https://pax.peaceagreements.org/media/documents/ag2491_649bf2f90a73f.pdf,2022
Sudan,Government/territory,156,Sudan Transition Process,Africa (excl MENA),2609,8,Draft Political Framework Agreement,2022-05-15,Multiparty signed/agreed,13.0,17387,InterIntra,SubComp,FrAg,"Copy of agreement unsigned, but agreement was signed by the military leadership and over 40 political parties, signatory armed movements of the Juba Agreement for Peace in the Sudan, trade unions and professional associations. 

Signatories include (but not limited to): 
Chairperson of the Sovereign Council and Commander of the
Sudanese Armed Forces, Lieutenant General Abdel-Fattah Al-Burhane; 

Deputy Chairperson of the Sovereign Council and head of the Rapid Support Forces,
Lieutenant General Mohamed Hamdan Dagalo;

Forces of Freedom and Change (FFC)","Copy of agreement unsigned, but the agreement was facilitated by:
The United Nations, 
The African Union,
The Intergovernmental Authority on Development (IGAD).",,SDN,,309.0,,,,Yes,,Interstate/mixed,"Framework-substantive, comprehensive",4,Substantive Comprehensive,Draft Political Framework Agreement (15/05/2022),https://pax.peaceagreements.org/agreements/2609/,https://pax.peaceagreements.org/agreements/coding2609/,https://pax.peaceagreements.org/media/documents/ag2467_645a3c0b3aa17.pdf,2022
Pakistan,Government/territory,86,Pakistan-Taliban process,Asia and Pacific,2446,8,Announcement of Tehreek-e-Taliban Pakistan on the Current Negotiations,2022-06-02,Unilateral document,1.0,745,Intra,Cea,Ceas,"Not signed, announcement on the letterhead of the spokesperson of Tehreek-e-Taliban Pakistan. The announcement referred to negotiations between the following:
1. Tehreek-e-Taliban Pakistan
2. Government of Pakistan",,,PAK,,404.0,,,,No,"The announcement by the Tehreek-e-Taliban Pakistan ('TTP') addressed negotiations between the TTP and the Government of Pakistan held in Kabul, Afghanistan. In furtherance of these negotiations, the TTP announced an immediate ceasefire until further orders.",Intrastate,Ceasefire,2,Ceasefire,Announcement of Tehreek-e-Taliban Pakistan on the Current Negotiations (02/06/2022),https://pax.peaceagreements.org/agreements/2446/,https://pax.peaceagreements.org/agreements/coding2446/,https://pax.peaceagreements.org/media/documents/ag2446_6565d72d1c0c5.pdf,2022
Philippines/(Mindanao),Government/territory,90,Philippines - Mindanao process,Asia and Pacific,2492,7,Joint Statement,2022-06-03,Multiparty signed/agreed,2.0,4575,Intra,Imp,ImpMod,"FOR THE GPH: 
USEC. DAVID B. DICIANO 
Chair, GPH Peace Implementing Panel 

FOR THE MILF: 
MOHAGHER IQBAL 
Chair MILF Peace Implementing Panel",,"Page 1, The meeting was marked with mutual trust, sincerity and commitment to collaboratively work towards the continued implementation of the peace agreement including the Bangsamoro Organic Law (BOL) that will benefit all peoples in the Bangsamoro. 

Page 2, 
The Parties firmly commit that the path to peace and the continued implementation of the Comprehensive Agreement on the Bangsamoro (CAB) and BOL remain as the only viable solution in achieving durable peace and development in the Bangsamoro. As such, the Parties acknowledge their responsibilities to work in the spirit of partnership and with earnest optimism and commitment to faithfully implement the peace agreement.",PHL,,308.0,,,926,No,Joint statement which reaffirms parties commitments to implementation of the Bangsamoro peace process.,Intrastate,Implementation,5,Implementation,Joint Statement (03/06/2022),https://pax.peaceagreements.org/agreements/2492/,https://pax.peaceagreements.org/agreements/coding2492/,https://pax.peaceagreements.org/media/documents/ag2492_63caae4567ce1.pdf,2022
Bosnia and Herzegovina/Yugoslavia (former),Government,125,Bosnia peace process,Europe and Eurasia,2447,7,Political agreement on principles for ensuring a functional Bosnia and Herzegovina that advances on the European path,2022-06-12,Multiparty signed/agreed,4.0,7045,Intra,Imp,ImpMod,"Agreed by the following participants from Bosnia and Herzegovina:

(in alphabetical order)

Petar Djokić (SP) 
Milorad Dodik (SNSD, member of the Presidency)
Šefik Džaferović (SDA, chair of the Presidency)
Edin Forto, (NS)
Bakir Izetbegović (SDA)
Elmedin Konaković, (NiP)
Željko Komšić (DF, member of the Presidency)
Nermin Nikšić (SDP)
Nermin Ogrešević, (NES)
Elzina Pirić (PDA)
Senad Šepić (NB) 
Nenad Stevandić (US)","Not signed, but agreement was made 'In the presence of the  President of the European Council, Charles Michel, and the High Representative of the European Union, Josep Borrell'","Page 1, Preamble
The leaders of political parties represented in the Bosnia and Herzegovina Parliamentary Assembly reiterate their commitment to: 
- preserving and building a peaceful, stable, sovereign and independent functional European state of Bosnia and Herzegovina comprised of Bosniacs, Croats and Serbs as constituent peoples (along with Others), and  citizens of Bosnia and Herzegovina, which consists of two entities and Brčko District, established in line with the Constitution and the General Framework Agreement for Peace;...

Page 1, Preamble
...Participants reiterate the Joint statement of the members of the Presidency of Bosnia and Herzegovina on the occasion of the 25th anniversary of the Dayton Peace Agreement... 

Page 3, 
The political party leaders and the members of the Presidency: 
18. Are committed to take concrete steps to promote an environment conducive to reconciliation in order to overcome the legacies of the war, in line with key priorities and with the Joint statement of the members of the Presidency of Bosnia and Herzegovina, on the occasion of the 25th anniversary of the Dayton Peace Agreement.",BIH,,389.0,,,215,No,"Political agreement between the heads of 12 political parties in Bosnia and Herzegovina, in which parties commit to political and legal steps to implement elections and stable institutions, tackle corruption, support reconciliation, extend the EUFOR peacekeeping mission and pursue EU accession. It also reaffirms support for the Dayton Peace Agreement.",Intrastate,Implementation,5,Implementation,Political agreement on principles for ensuring a functional Bosnia and Herzegovina that advances on the European path (12/06/2022),https://pax.peaceagreements.org/agreements/2447/,https://pax.peaceagreements.org/agreements/coding2447/,https://pax.peaceagreements.org/media/documents/ag2447_63849cb9ef201.pdf,2022
Democratic Republic of Congo/Rwanda,Government/territory,173,DRC: Angola-led process for Eastern DRC,Africa (excl MENA),2538,7,ICGLR Roadmap on the Pacification in the Eastern Region of DRC (Luanda Roadmap),2022-07-06,Multiparty signed/agreed,7.0,4678,InterIntra,Imp,ImpMod,"Agreement copy not signed, but secondary sources confirm signing by

Democratic Republic of Congo
Republic of Rwanda","Agreement copy not signed, but secondary sources confirm third parties as 

President of Angola
ICGLR (International Conference on the Great Lakes Region)","Page 1: 
Nairobi Final Communique 

Page 5:
Feuille de route conjointe des activités relatives au rapartriement en RDC des combattants ex-M23 (la faction Runiga) présents en République du Rwanda",COD,,283.0,,,,No,"In this short agreement, DRC and Rwanda continue discussion regarding the involvement of M23 in fighting in Eastern DRC and aim to support the return of M23 fighters. They also commit to further talks and ask for an ICGLR summit to be convened in support.",Interstate/mixed,Implementation,5,Implementation,ICGLR Roadmap on the Pacification in the Eastern Region of DRC (Luanda Roadmap) (06/07/2022),https://pax.peaceagreements.org/agreements/2538/,https://pax.peaceagreements.org/agreements/coding2538/,https://pax.peaceagreements.org/media/documents/ag2538_641840ae7dd4f.pdf,2022
Russia/Ukraine,Territory,170,Ukraine - Russia: interstate agreements,Europe and Eurasia,2444,7,Initiative on the Safe Transportation of Grain and Foodstuffs from Ukrainian Ports,2022-07-22,Multiparty signed/agreed,2.0,5003,Inter,Cea,CeaMix,"Page 1: 

1. The Parties to this Initiative are the Republic of Türkiye, the Russian Federation and Ukraine as proposed by the Secretary-General of the United Nations.

Page 2: 
Signed:

For Ukraine:

Oleksandr Kubrakov

Minister of Infrastructure



For the Republic of Türkiye:

Hulusi Akar

Minister of National Defense","Witnessed:

For the United Nations:

António Guterres

Secretary General",,UKR,RUS,,,,,No,"In this interstate agreement the parties agree to provide safe routes for transporting grain and other foodstuffs from Ukrainian ports, through the Black Sea and through to the Mediterranean. The agreement sets out procedures for establishing a Joint Coordination Centre (JCC) and a set of inspection teams to be based in Turkey and ban the approach of military ships, aircraft, unmanned aerial vehicles (UAV) to the maritime humanitarian corridor within a distance to be defined by the JCC.
The agreement is understood to have been signed separately by Ukraine and Russia, and the copy available was signed by Ukraine. However, the agreement notes Russia as a party and Russian Federation is listed as an agreement party in PA-X.",Interstate,Ceasefire,2,Ceasefire,Initiative on the Safe Transportation of Grain and Foodstuffs from Ukrainian Ports (22/07/2022),https://pax.peaceagreements.org/agreements/2444/,https://pax.peaceagreements.org/agreements/coding2444/,https://pax.peaceagreements.org/media/documents/ag2444_63986175b1fec.pdf,2022
